mda,2388
./1996_2013mda/00209C102-10-K-19960513.mda,-0.3896212875843048
./1996_2013mda/62888Q109-10-K-19960415.mda,0.06206195056438446
./1996_2013mda/252165105-10-K-19960307.mda,-0.0800657644867897
./1996_2013mda/762553105-10-K-19960328.mda,-0.2888815402984619
./1996_2013mda/452906100-10-K-19960329.mda,-0.5266134738922119
./1996_2013mda/589849306-10-K-19960415.mda,-0.2023804485797882
./1996_2013mda/971889100-10-K-19960401.mda,0.09427718818187714
./1996_2013mda/149744104-10-K-19960930.mda,-0.07983212918043137
./1996_2013mda/51807U101-10-K-19960627.mda,-0.2852838337421417
./1996_2013mda/172862104-10-K-19960415.mda,0.018833180889487267
./1996_2013mda/405024100-10-K-19960607.mda,-0.21724390983581543
./1996_2013mda/88033K101-10-K-19960328.mda,-0.22541938722133636
./1996_2013mda/29406L201-10-K-19960329.mda,-0.22142496705055237
./1996_2013mda/775741101-10-K-19961126.mda,-0.49460074305534363
./1996_2013mda/498552108-10-K-19960301.mda,-0.5872396230697632
./1996_2013mda/831865100-10-K-19960326.mda,0.21180613338947296
./1996_2013mda/482047206-10-K-19960226.mda,-0.05685530602931976
./1996_2013mda/291525103-10-K-19960529.mda,0.008749686181545258
./1996_2013mda/238173108-10-K-19960626.mda,-0.3769560158252716
./1996_2013mda/778903104-10-K-19960918.mda,-0.4184040427207947
./1996_2013mda/75158K206-10-K-19961015.mda,-0.3407299518585205
./1996_2013mda/807066105-10-K-19960823.mda,-0.30037230253219604
./1996_2013mda/203900105-10-K-19960328.mda,-0.3206968307495117
./1996_2013mda/576323109-10-K-19960329.mda,0.039169080555438995
./1996_2013mda/151020104-10-K-19960401.mda,-0.5826854109764099
./1996_2013mda/74730Q104-10-K-19961223.mda,-0.6107655167579651
./1996_2013mda/928298108-10-K-19960325.mda,-0.36460399627685547
./1996_2013mda/460321201-10-K-19960327.mda,0.17272937297821045
./1996_2013mda/590876306-10-K-19960425.mda,-0.1947472095489502
./1996_2013mda/005313200-10-K-19961227.mda,-0.4671417474746704
./1996_2013mda/858154107-10-K-19960326.mda,-0.39485397934913635
./1996_2013mda/232824300-10-K-19960328.mda,0.4834703803062439
./1996_2013mda/449854108-10-K-19960508.mda,-0.20174221694469452
./1996_2013mda/14040M104-10-K-19960529.mda,-0.29060590267181396
./1996_2013mda/605109107-10-K-19960926.mda,-0.01597910374403
